Type,Identification,Field,Locale,Market,Status,Default content,Translated content
PRODUCT,'7931051049060,handle,pt-PT,,,"lords-of-zee-town-manifesto-sticker","manifesto-bandeja-senhores-de-cidade-de-zee"
PRODUCT,'7931051049060,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931053670500,title,pt-PT,,,"LORDS OF ZEE.TOWN STICKER","SENHOR@S DO ZEE.TOWN - Etiqueta de Adesivo"
PRODUCT,'7931053670500,body_html,pt-PT,,,"<p><span>Celebrating the skateboard and graffiti culture from the 80s through the early 2000s, the Lords of Zee.Town collection is an homage to Zee.Dog's roots. This sticker bundle comes with 5 different stickers. Perfect for your water bottle, laptop and more. </span></p>","<p><span>Comemorando a cultura do skateboard e da grafite dos anos 80 à início dos 2000, a coleção Lords of Zee.Town da Zee.Dog é um tributo às raízes da Zee.Cão. Este pacote de stickers vem com 5 stickers diferentes. Perfeito para a sua garrafa de água, notebook e mais. </span></p>"
PRODUCT,'7931053670500,handle,pt-PT,,,"lords-of-zee-town-sticker","lords-de-vila-do-zee-adhesivo"
PRODUCT,'7931053670500,product_type,pt-PT,,,"Sticker","Adesivo"
PRODUCT,'7931132477540,title,pt-PT,,,"POOP BAG DISPENSER BLACK +1 ROLL","POUPA DE SACAR ATRÁS PRETO MAIS UMA ROLA"
PRODUCT,'7931132477540,body_html,pt-PT,,,"",""
PRODUCT,'7931132477540,handle,pt-PT,,,"poop-bag-dispenser-black-1-roll","poop-bolsa-dispensador-preta-1-rolamento"
PRODUCT,'7931132477540,product_type,pt-PT,,,"Poop Bag Dispenser","Poó Dispensador"
PRODUCT,'7931135524964,title,pt-PT,,,"POOP BAG DISPENSER TRANSPARENT +1 ROLL","POUPAÇA DE DESPEJO DE PAPIER MACIço +1 ROLAMENTO"
PRODUCT,'7931135524964,body_html,pt-PT,,,"",""
PRODUCT,'7931135524964,handle,pt-PT,,,"poop-bag-dispenser-transparent-1-roll","poop-bolsa-dispensadora-transparente-1-rola"
PRODUCT,'7931135524964,product_type,pt-PT,,,"Poop Bag Dispenser","Poó Dispensador"
PRODUCT,'7931140800612,title,pt-PT,,,"MINI BACKPACK PURPLE, YELLOW AND RED","BOLSILHO MINI AZUL, ROXO E AMARELO"
PRODUCT,'7931140800612,body_html,pt-PT,,,"",""
PRODUCT,'7931140800612,handle,pt-PT,,,"mini-backpack-purple-yellow-and-red","mini-bacudo-roxo-amarelo-e-vermelho"
PRODUCT,'7931140800612,product_type,pt-PT,,,"Backpack","Mochila"
PRODUCT,'7931141718116,title,pt-PT,,,"MINI BACKPACK BLUE, PINK AND RED","MINI BOLSA DE DOS MANOS AZUL, ROSEADO E VERMELHO"
PRODUCT,'7931141718116,body_html,pt-PT,,,"",""
PRODUCT,'7931141718116,handle,pt-PT,,,"mini-backpack-blue-pink-and-red","mini-sacolete-azul-rosa-e-vermelho"
PRODUCT,'7931141718116,product_type,pt-PT,,,"Backpack","Mochila"
PRODUCT,'7938515959908,title,pt-PT,,,"PACCO COLLAR","COLAR PACCO"
PRODUCT,'7938515959908,body_html,pt-PT,,,"<p>The Pacco dog collar is another exclusive release from Zee.Dog. The collars have a soft texture, a 4-point safety buckle, and an adjustable fit for your dog's neck.</p>
<p> </p>
<p> </p>","<p>A Collar de Pacco é outra libertação exclusiva da Zee.Dog. As colares têm uma textura mole, um alavanca de segurança com 4 pontas e um ajuste regulável para o pescoço do seu cachorro.</p>\n<p> </p>\n<p> </p>"
PRODUCT,'7938515959908,handle,pt-PT,,,"pacco-collar-1","colar-cacoete-1"
PRODUCT,'7938515959908,product_type,pt-PT,,,"Dog Collar","Collar de Cachorro"
PRODUCT,'7938532278372,title,pt-PT,,,"SAND ADJUSTABLE AIR MESH HARNESS","CINTURA AJUSTÁVEL DE AREIA TELA DE VENTILAÇÃO"
PRODUCT,'7938532278372,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The <span style=""mso-spacerun: yes;"">Sand </span>Adjustable Air Mesh Harness was made with a non heating fabric, the aerated weave that allows the dog's skin and fur to breathe. It is adjustable both at the belly and the neck and has a D-ring to attach the leash on the back. It is recommended to avoid contact with rough or sharp surfaces.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">O Harness Adjustável Manta de Ar Condicionado foi feito com uma teia não aquecedora, a manta aerada que permite que a pele e o peludo do cão respire. É ajustável tanto no barriga como no pescoço e tem um anel D para atachar o laço na costas. Recomendamos evitar contato com superfícies rugosas ou afiadas.</span></p>"
PRODUCT,'7938532278372,handle,pt-PT,,,"sand-adjustable-air-mesh-harness","jarra-ajustável-tela-de-ar-correia-de-transporte"
PRODUCT,'7938532278372,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7938579103844,title,pt-PT,,,"YACHT CAT COLLAR","JACA DE COLARETE DE BARCA A VELA"
PRODUCT,'7938579103844,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The cat collar Yacht from Zee.Cat has a breakaway lock, that opens in case your cat gets tangled, and it is 100% adjustable. </span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A colar de gato Yacht da Zee.Cat possui uma travessão que se abre em caso de enredamento do seu gato, e é 100% ajustável.</span></p>"
PRODUCT,'7938579103844,handle,pt-PT,,,"yacht-cat-collar","iatu-gat-colar"
PRODUCT,'7938579103844,product_type,pt-PT,,,"Cat Collar","Colar de Gato"
PRODUCT,'7938580611172,title,pt-PT,,,"WOOZER CAT COLLAR","WOZER GATO COLAR"
PRODUCT,'7938580611172,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The cat collar Woozer from Zee.Cat has a breakaway lock, that opens in case your cat gets tangled, and it is 100% adjustable. </span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A collara de gato Woozer da Zee.Cat tem uma travessão automática, que se abre em caso de tangas do seu gato, e é 100% ajustável.</span></p>"
PRODUCT,'7938580611172,handle,pt-PT,,,"woozer-cat-collar","woozer-colar-de-gato"
PRODUCT,'7938580611172,product_type,pt-PT,,,"Cat Collar","Colar de Gato"
PRODUCT,'7938580807780,title,pt-PT,,,"BLOOM CAT COLLAR","FLORES DE GATO COLAR"
PRODUCT,'7938580807780,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The cat collar Bloom from Zee.Cat has a breakaway lock, that opens in case your cat gets tangled, and it is 100% adjustable. </span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A collar de gato Bloom da Ze.Cat tem uma travessão automática, que se abre em caso de seu gato ficar enrolado, e é 100% ajustável.</span></p>"
PRODUCT,'7938580807780,handle,pt-PT,,,"bloom-cat-collar","colar-gato-flor"
PRODUCT,'7938580807780,product_type,pt-PT,,,"",""
PRODUCT,'7938581397604,title,pt-PT,,,"YACHT HARNESS + LEASH SET","JATE DE COLOCAÇÃO + CINTURONETE SET"
PRODUCT,'7938581397604,body_html,pt-PT,,,"",""
PRODUCT,'7938581397604,handle,pt-PT,,,"yacht-harness-leash-set","jateu-farda-caixa-de-prendas"
PRODUCT,'7938581397604,product_type,pt-PT,,,"Cat Harness + Leash","Cinto para Gatos + Fita de Correla"
PRODUCT,'7938581856356,title,pt-PT,,,"WOOZER HARNESS + LEASH SET","WOOZER CINTURão + JORNALETA SET"
PRODUCT,'7938581856356,body_html,pt-PT,,,"<p>The Woozer Harness with leash for cats features a 4-point closure system. One size fits all, with adjustable straps to ensure the best fit on your cat’s body. You can use the harness on your cat to assist with bathing, take them to the vet, or play safely outdoors.</p>","<p>A correnteira Woozer para gatos apresenta um sistema de fechamento 4-ponto. Um tamanho é ajustável, com cordas ajustáveis ​​para garantir o melhor ajuste no corpo do seu gato. Você pode usar a correnteira em seu gato para ajuda no banho, levá-lo ao vet ou jogar de forma segura fora.</p>"
PRODUCT,'7938581856356,handle,pt-PT,,,"woozer-harness-leash-set","woozer-faziao-colar-cinto-conjunto"
PRODUCT,'7938581856356,product_type,pt-PT,,,"",""
PRODUCT,'7940010442852,title,pt-PT,,,"LOLA H-HARNESS","LOLA H-CINTURÃO"
PRODUCT,'7940010442852,body_html,pt-PT,,,"<p class=""MsoNormal""><span lang=""EN-US"" style=""mso-ansi-language: EN-US;"">The Lola H-Harness by Zee.Dog is made of durable polyester, the same material used in seat belts. It is easily adjustable both at the neck and waist, making it easy to adapt, and features two positions for attaching the leash. Like with seat belts, it is recommended to avoid contact with rough or sharp surfaces, such as bites.</span></p>","<p class=\""MsoNormal\""><span lang=\""PT-PT\"" style=\""mso-ansi-language: PT-PT;\"">A Lola H-Harness de Zee.Dog é feita em poliéster durável, o mesmo material usado nos cinturões de segurança. É facilmente ajustável tanto no pescoço quanto na cintura, tornando-a fácil de adaptar, e apresenta duas posições para anexar o laço. Como com os cinturões de segurança, é recomendado evitar contato com superfícies ásperas ou afiadas, como mordidas.</span></p>"
PRODUCT,'7940010442852,handle,pt-PT,,,"lola-h-harness","lola-f-jornal"
PRODUCT,'7940010442852,product_type,pt-PT,,,"Dog Harness","Morcego Esmorzal"
PRODUCT,'7940061134948,title,pt-PT,,,"STAPLE TUFF BOWL","BACA DE REFEIÇÃO TUFF"
PRODUCT,'7940061134948,body_html,pt-PT,,,"<p>Built tough - the Staple Tuff Bowl isn't your ordinary pet bowl. Part of the Zee.Dog x Staple Pt. II collection, this dog bowl has the Staple logo etched on the base and is made from super tough double walled stainless steel that's corrosion and rust resistant. The limited edition bowl comes with a unique pink removable silicone base that prevents the bowl from moving around while your dog is drinking or eating from it. It holds up to 5 cups of water or kibble and is super easy to clean. Just put it in the dishwasher (top rack recommended) and it's as good as new.<br></p>","<p>Construído robusto - o Staple Tuff Bowl não é um pet bowl comum. Parte da coleção Zee.Dog x Staple Pt. II, este bolachão de cachorro tem a marca Staple gravada na base e é fabricado em aço inoxidável duplamente pareda resistente à corrosão e à corrosão. A edição limitada vem com uma base removível única de silicone rosa que impede o bolachão de movimentar-se enquanto o cachorro bebe ou come do mesmo.<br></p>"
PRODUCT,'7940061134948,handle,pt-PT,,,"staple-tuff-bowl","prata-tufão-copo"
PRODUCT,'7940061134948,product_type,pt-PT,,,"Dog Bowl","Bowl de Cachorro"
PRODUCT,'7940066902116,title,pt-PT,,,"ZEE.BED STAPLE","ZEE.CAMPEIRA BAIXA"
PRODUCT,'7940066902116,body_html,pt-PT,,,"<p>The world’s comfiest dog bed designed specially for our second collaboration with Staple. This limited edition Staple Zee.Bed features a pigeon in the center of the bed and is made from ultra-comfortable memory foam with a soft, removable microfiber bed cover that’s hypoallergenic and easy to clean. Your dog spends 80% of their lifetime sleeping so make the right choice.</p>","<p>A cama para cachorros mais confortável do mundo projetada especialmente para nossa segunda colaboração com Staple. Esta edição limitada da Cama Zee.Bed de Staple apresenta um pombo no centro da cama e é fabricada a partir de lembranças de memória ultra-confortável com uma capa de microfibra removível macia que é hipoalergénica e fácil de limpar. Seu cachorro passa 80% do seu tempo acordado dormindo, então escolha a correta.</p>"
PRODUCT,'7940066902116,handle,pt-PT,,,"zee-bed-staple","zee-cama-básica"
PRODUCT,'7940066902116,product_type,pt-PT,,,"Dog Bed","Cama para Cachorro"
PRODUCT,'7940069752932,title,pt-PT,,,"STAPLE HANDSFREE LEASH","ARRAS CAÇADA DE MANO LIVRE"
PRODUCT,'7940069752932,body_html,pt-PT,,,"<p>The Handsfree Leash for Dogs is perfect for walking, running and practicing exercise without loosing the connection with your dog. It is very light and can be worn around the waist, crossing over your chest or holding the handle like a regular leash. The E.Zeelock function is to adjust the leash to better fit your body and also to attach the leash somewhere to keep the dog safe in place near you.</p>","<p>A Almofada Handsfree para Cachorros é perfeita para caminhadas, corridas e práticas de exercício sem perder o contato com seu cachorro. É muito leve e pode ser usado ao redor da cintura, passando por cima do peito ou segurando a manga como uma fita regular. A função E.Zeelock é para ajustar a fita de forma a melhor se adaptar ao seu corpo e também para anexá-la em algum lugar para manter o cachorro seguro no local perto de você.</p>"
PRODUCT,'7940069752932,handle,pt-PT,,,"staple-handsfree-leash","collar-laço-mano-livre"
PRODUCT,'7940069752932,product_type,pt-PT,,,"Dog Leash","Cachorro ao Passeio"
PRODUCT,'7941013831780,title,pt-PT,,,"STAPLE PIGGEON RUBBER TOY","BRINCO DE CORREIO DE AVE GARRAFARIA"
PRODUCT,'7941013831780,body_html,pt-PT,,,"<p>The Fat Pigeon chew toy is part of our second collaboration with Staple. Made from 100% natural rubber, this chew toy has different textures on each side. One side of this pigeon is the exterior profile and the other side shows the internal organs and details that make this toy a must-have.</p>","<p>O Fat Pigeon boneco de mordida é parte da nossa segunda colaboração com Staple. Foi feito de 100% de borracha natural, este boneco de pombinhas tem diferentes texturas em cada lado. Uma face deste pombinha é o perfil exterior e a outra face mostra os órgãos internos e os detalhes que o tornam um necessário.</p>"
PRODUCT,'7941013831780,handle,pt-PT,,,"staple-piggeon-rubber-toy-1","estapas-frango-brinquedo-de-borracha-1"
PRODUCT,'7941013831780,product_type,pt-PT,,,"Dog Toy","Brinquedo para Cachorro"
PRODUCT_OPTION,'10023931478116,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023931510884,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948517476,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948550244,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948648548,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948681316,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948746852,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948812388,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948845156,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948877924,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948910692,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948943460,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023948976228,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949008996,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949041764,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949107300,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949140068,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949172836,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949205604,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949238372,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949402212,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949434980,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949467748,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949500516,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949533284,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949566052,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949598820,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949664356,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949697124,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949729892,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949828196,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949893732,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949926500,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949959268,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023949992036,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950024804,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950057572,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950090340,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950123108,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950155876,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950188644,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950221412,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950254180,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950319716,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950352484,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950385252,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950418020,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950450788,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950483556,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950549092,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950581860,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950614628,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950647396,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950680164,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950712932,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950745700,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950778468,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950811236,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950942308,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023950975076,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023951007844,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023951040612,name,pt-PT,,,"Size","Tamanho"
PRODUCT_OPTION,'10023951073380,name,pt-PT,,,"Size","Tamanho"
